SKU,Product Name,Category,Location(s),Average Cost,Total Stock,On Order,Stock Min,Stock Max,Discontinued,hidden carton qty,hidden outer qty,hidden barcode unit,hidden barcode outer,hidden barcode carton
PGETW-POS,Pablo Gold Edition [Till Wobbler],POS,ELECTRA Z2-E3  WITTON TRADE E11-C2,0.01,631,0,77,153,N,1,1,,1234,
PGEWM17-NP,Pablo Gold Edition 17mg Nicotine Pouches [White Mint / 17mg],Nicotine Pouches,ELECTRA G16-C9  MEZ-ASTON Z6-K4  WITTON TRADE F6-B14,1.42,-95,0,1237,2473,N,240,5,5740031410304,5740031410311,5740031410328
PGG65G-C,Peelerz Gummy Grape 65g RRP £1.69 [12 pcs],Non-Vape - Confectionary,ELECTRA F18-R1  ELECTRA REPLEN A  ELECTRA G6-A3  HUB M7-P5  HUB M5-P2  HUB L14-P1  HUB L13-P2  HUB L12-P3  HUB L5-P1  WITTON TRADE D13-A5,7.40,245,3168,365,729,N,1,1,00000000000,6936756271217,
PGM65G-C,Peelerz Gummy Mango 65g RRP £1.69 [12 pcs],Non-Vape - Confectionary,ELECTRA F21-R3  ELECTRA G6-A5  HUB M13-P1  HUB M7-P5  HUB M7-P3  HUB M1-P3  HUB L4-P2  WITTON TRADE D8-A6,8.19,60,3168,414,828,N,1,1,00000000000,6936756271170,
PGP65G-C,Peelerz Gummy Pineapple 65g RRP £1.69 [12 pcs],Non-Vape - Confectionary,ELECTRA G10-S1  ELECTRA F17-S2  ELECTRA REPLEN A  ELECTRA G6-A7  HUB M9-P4  HUB M6-P3  HUB M3-P6  HUB M3-P2  HUB M1-P5  WITTON TRADE D13-A9,8.50,198,2016,296,592,N,1,1,000000000000000,6936756276564,
PGR65G-C,Peelerz Gummy Raspberry 65g RRP £1.69 [12 pcs],Non-Vape - Confectionary,ELECTRA F21-R2  ELECTRA REPLEN A  ELECTRA G6-A9  HUB M9-P4  HUB M6-P6  HUB M6-P3  HUB M5-P5  WITTON TRADE D13-A7,7.94,50,2304,363,727,N,1,1,00000000000000,6936756276588,
PGSS-S,Punch 100ml Shortfill [Grape Sour Soda / 0mg],XdeadX,,2.00,0,0,1,1,Y,1,1,5056848800444,5056848800444,
PH-POS,PIXL Hand-held Fan [Hand-held Fan],POS,,0.01,-68,1400,1,1,N,1,1,00000000000,00000000000,
PH24X2H-S,Peperami Hot 24 x 22.5gm RRP £1.25 [24 pcs],Non-Vape - Snacks,,12.95,0,0,1,1,Y,1,1,00000000000,04251097405315,
PHARMA-CDU,Pharmacy CDU [CDU],POS,,15.81,0,50,5,100,N,1,1,,,
PHB-SA,Professor Herb Premium Hemp Blend [Bubblegum],Non-Vape - Smoking Accessories,WITTON TRADE F6-H2,5.95,0,0,1,1,Y,1,10,657039205502,0657039205519,
PHBB-SA,Professor Herb Premium Hemp Blend [Blueberry],Non-Vape - Smoking Accessories,ELECTRA H18-A4  WITTON TRADE F6-H5,6.25,2,0,9,17,Y,1,10,657039205489,657039205496,
PHCB-SA,Professor Herb Premium Hemp Blend [Cherry Bomb],Non-Vape - Smoking Accessories,WITTON TRADE F6-H6,5.95,-1,0,1,1,Y,1,10,657039205595,657039205601,
PHCO-SA,Professor Herb Premium Hemp Blend [Classic Organic],Non-Vape - Smoking Accessories,WITTON TRADE F6-H7,6.25,0,0,1,1,Y,1,10,657039205564,657039205571,
PHG41-SA,Professor Herb Premium Hemp Blend [Gelato 41],XdeadX,,6.25,0,0,1,1,Y,1,10,657039205687,657039205694,
PHGS-SA,Professor Herb Premium Hemp Blend [Grape Soda],Non-Vape - Smoking Accessories,WITTON TRADE F6-H9,5.95,0,0,1,1,Y,1,10,657039205649,657039205656,
PHGSC-SA,Professor Herb Premium Hemp Blend [Girl Scout Cookies],Non-Vape - Smoking Accessories,WITTON TRADE F6-H10,6.25,0,0,1,1,Y,1,10,657039205625,657039205632,
PHL-SA,Professor Herb Premium Hemp Blend [Lemon],Non-Vape - Smoking Accessories,WITTON TRADE F6-H11,5.95,-4,0,1,1,Y,1,10,657039205526,657039205533,
PHP-SA,Professor Herb Premium Hemp Blend [Pineapple],Non-Vape - Smoking Accessories,WITTON TRADE F6-H12,5.95,-1,0,1,1,Y,1,10,657039205540,657039205557,
PHRC-SA,Professor Herb Premium Hemp Blend [Rainbow Candy],Non-Vape - Smoking Accessories,ELECTRA A14-K4  WITTON TRADE F6-H13,5.95,3,0,3,7,Y,1,10,657039205663,657039205670,
PI8000AP-POS,PIXL 8000 Consumer Poster [A2 Consumer Poster],POS,ELECTRA Z4-F2  ELECTRA F9-S2,0.01,664,0,137,273,N,1,1,5678,1234,
PIXBLWBL-POS,PIXL Black Windbreaker [L],POS,,0.01,-15,0,37,75,N,1,1,00000000000,00000000000,
PIXBLWBM-POS,PIXL Black Windbreaker [M],POS,ELECTRA E23-S3,0.01,-14,0,1,1,N,1,1,00000000000,00000000000,
PIXBLWBMIX-POS,PIXL Black Windbreaker [MIX],POS,,0.01,0,0,5,100,N,1,1,,,
PIXBLWBS-POS,PIXL Black Windbreaker [S],POS,ELECTRA E23-S3,0.01,28,0,60,120,N,1,1,00000000000,00000000000,
PIXBLWBXL-POS,PIXL Black Windbreaker [XL],POS,HUB I1-A2,0.01,-9,0,93,185,N,1,1,00000000000,00000000000,
PIXBLWBXXL-POS,PIXL Black Windbreaker [XXL],POS,ELECTRA E23-S3,0.01,90,0,39,79,N,1,1,00000000000,00000000000,
PIXL-BUNDLE-1,Shop | Bundles [PIXL 8000 Kit + Pod + Drink + Sweet],-,,0.00,0,0,5,100,N,1,1,,,
PIXL60000BFC-FOC,PIXL 6000 Black Friday Campaign [Mix],Legal Big Puffs,,0.00,3000,0,5,100,N,1,1,,,
PIXL6000BC-LBPD,Black Cherry Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,0,0,Y,1,5,5061064441432,15061064441439,
PIXL6000BCC20-LBPD,Blue Cherry Cranberry Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064440114,15061064440111,
PIXL6000BM20-LBPD,Blue Magic Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064440152,15061064440159,
PIXL6000BRC-LBPD,Blue Razz Cherry Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064441418,15061064441415,
PIXL6000BRC20-LBPD,Blue Razz Chew Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064440138,15061064440135,
PIXL6000CB-POS,PIXL Caps [Black],POS,WITTON TRADE E4-D1,0.01,0,0,1,1,N,1,1,00000000000,1,
PIXL6000CO-POS,PIXL Caps [Orange],POS,ELECTRA Z1-I6  WITTON TRADE E4-F1,0.01,-13,0,21,43,N,1,1,00000000000,1,
PIXL6000CP-POS,PIXL Caps [Purple],POS,WITTON TRADE E4-E1,0.01,10,0,88,176,N,1,1,00000000000,1,
PIXL6000CP20-PK,Cherry Pop Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,0,0,Y,1,5,5061064440046,15061064440043,
PIXL6000CP20-PK-IE,PIXL 6000 Big Puff Disposable Vape IE [Cherry Pop / 20mg],Rol SKU,,3.00,0,0,1,1,Y,1,1,00000000000,15061064440043,
PIXL6000ETBCM-POS,PIXL 6000 Experience The Best [Counter Mat],POS,,0.01,1,0,1,1,Y,1,1,,0000000,
PIXL6000ETBCR-POS,PIXL 6000 Experience The Best [Card Reader],POS,WITTON TRADE P2-I2,0.01,-23,0,1,1,Y,1,1,,00000001,
PIXL6000ETBFC-POS,PIXL 6000 Experience The Best [Flavour Card],POS,,0.01,0,0,1,1,Y,1,1,,00000002,
PIXL6000ETBPA1-POS,PIXL 6000 Experience The Best [Poster / A1],POS,,0.01,-25,0,1,1,Y,1,1,,00000003,
PIXL6000ETBPA2-POS,PIXL 6000 Experience The Best [Poster / A2],POS,,0.01,-47,0,1,1,Y,1,1,,00000005,
PIXL6000ETBPA3-POS,PIXL 6000 Experience The Best [Poster / A3],POS,,0.01,1,0,1,1,Y,1,1,,0000006,
PIXL6000ETBPA4-POS,PIXL 6000 Experience The Best [Poster / A4],POS,,0.01,0,0,1,1,Y,1,1,,00000007,
PIXL6000ETBRB-POS,PIXL 6000 Experience The Best [Roller Banner],POS,,0.00,-2,0,1,1,Y,1,1,,000000008,
PIXL6000ETBTW-POS,PIXL 6000 Experience The Best [Till Wobbler],POS,WITTON TRADE E11-C4,0.01,-6,0,1,1,Y,1,1,,0000000009,
PIXL6000FLAVMCOUNTERMAT-POS,PIXL 6000 Flavour Menu Counter Mat [Counter Mat],POS,,0.00,0,0,5,100,Y,1,1,,,
PIXL6000FM20-PK,Fresh Mint Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.55,0,0,1,1,Y,1,5,5061064440008,15061064440005,
PIXL6000FM20-PK-IE,PIXL 6000 Big Puff Disposable Vape IE [Fresh Mint / 20mg],Rol SKU,,3.00,0,0,1,1,Y,1,1,00000000000,15061064440005,
PIXL6000FMA5-POS,PIXL 6000 Flavour Menu [A5],POS,,0.01,0,0,1,1,Y,1,1,5446465656565,0000008876,
PIXL6000HBL-POS,PIXL 6000 Hoodie [Black / Large],POS,,0.01,0,0,1,1,N,1,1,,1234,
PIXL6000HBM-POS,PIXL 6000 Hoodie [Black / Medium],POS,,0.01,-1,0,1,1,N,1,1,,1234,
PIXL6000HBS-POS,PIXL 6000 Hoodie [Black / Small],POS,,0.01,-11,0,1,1,N,1,1,,1234,
PIXL6000HBXL-POS,PIXL 6000 Hoodie [Black / XL],POS,,0.01,0,0,1,1,N,1,1,,1234,
PIXL6000JP20-PK,Juicy Peach Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,0,0,Y,1,5,5061064440053,15061064440050,
PIXL6000JP20-PK-IE,PIXL 6000 Big Puff Disposable Vape IE [Juicy Peach / 20mg],Rol SKU,,3.00,0,0,1,1,Y,1,1,00000000000,15061064440050,
PIXL6000PD20-LBPD,PIXL 6000 Big Puff Disposable Vape [Purple Dream / 20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064440060,15061064440067,
PIXL6000PIXLD20-LBPD,PIXL Dust Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,-6,0,1,1,Y,1,5,5061064440077,15061064440074,
PIXL6000PL20-PK,Pink Lemonade Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064440039,15061064440036,
PIXL6000PL20-PK-IE,PIXL 6000 Big Puff Disposable Vape IE [Pink Lemonade / 20mg],Rol SKU,,3.00,0,0,1,1,Y,1,1,00000000000,15061064440036,
PIXL6000PP20-LBPD,Paradise Punch Pixl 6000 Disposable [20mg],Legal Big Puffs,ELECTRA A16-H2,3.50,0,0,0,0,Y,1,5,5061064440145,15061064440142,
PIXL6000PR20-LBPD,Pink Razz Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,-72,0,1,1,Y,1,5,5061064440084,15061064440081,
PIXL6000RR20-LBPD,Rainbow Rush Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,0,0,Y,1,5,5061064440091,15061064440098,
PIXL6000S20-LBPD,Starmix Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,-16,0,1,1,Y,1,5,5061064440121,15061064440128,
PIXL6000SB-LBPD,Sour Blue Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064441401,15061064441408,
PIXL6000SB20-LBPD,Strawberry Burst Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,-3,0,1,1,Y,1,5,5061064440107,15061064440104,
PIXL6000SC20-PK,Sunset Crush Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.54,0,0,1,1,Y,1,5,5061064440022,15061064440029,
PIXL6000SC20-PK-IE,PIXL 6000 Big Puff Disposable Vape IE [Sunset Crush / 20mg],Rol SKU,,3.00,0,0,1,1,Y,1,1,00000000000,15061064440029,
PIXL6000SKR-LBPD,PIXL 6000 Big Puff Disposable Vape [Strawberry Kiwi Razz / 20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064441425,15061064441422,
PIXL6000SS3T-POS,PIXL 6000 Sampling Station [3-Tier],POS,,0.01,0,0,1,1,Y,1,1,1234,1234,
PIXL6000TMS-POS,PIXL 6000 [Try Me Sticker / 5 Stickers],POS,,0.01,-123,0,1,1,Y,1,1,0000000000009,0000000000009,
PIXL6000TW20-PK,Tropical Wave Pixl 6000 Disposable [20mg],Legal Big Puffs,,3.50,0,0,1,1,Y,1,5,5061064440015,15061064440012,
PIXL6000TW20-PK-IE,PIXL 6000 Big Puff Disposable Vape IE [Tropical Wave / 20mg],Rol SKU,,3.50,0,0,1,1,Y,1,1,,15061064440012,
PIXL8000A2P-POS,PIXL 8000 Trade Poster [A2],POS,ELECTRA Z4-G1  ELECTRA F9-S2  WITTON TRADE E9-D11,0.01,711,0,71,141,N,1,1,1234,1234,
PIXL8000A3P-POS,PIXL 8000 Trade Poster [A3],POS,ELECTRA Z3-A5  WITTON TRADE P3-A5,0.01,72,0,225,449,N,1,1,1234,1234,
PIXL8000A4P-POS,PIXL 8000 Trade Poster [A4],POS,ELECTRA Z2-K2  WITTON TRADE P2-K2,0.01,493,0,183,365,N,1,1,98657845,00000000000,
PIXL8000A5TL-POS,PIXL 8000 Trade [A5 Trade Leaflet],POS,ELECTRA Z2-K5  WITTON TRADE P2-K5,0.01,2337,0,123,245,N,1,1,45657856,00000000000,
PIXL8000BC20-LBPD,PIXL 8000 Prefilled Pod Kit [Black Cherry / 20mg],Pre-filled Pod Kits,ELECTRA S14-D1  ELECTRA S12-D1  ELECTRA D4-S1  ELECTRA S2-B3  ELECTRA R26-C2  ELECTRA Q22-C2  ELECTRA Q18-A2  ELECTRA Q9-C1  ELECTRA Q3-C3  ELECTRA E7-A4,3.57,27530,0,3113,6225,N,200,5,5061064441999,15061064441996,25061064441993
PIXL8000BC20-PP,PIXL 8000 Prefilled Pod [Black Cherry / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA E20-S1  ELECTRA F21-A7  ELECTRA R11-A2  WITTON TRADE C9-B3,1.95,6121,0,5019,10039,N,200,5,5061064442316,15061064442313,25061064442310
PIXL8000BCC20-LBPD,PIXL 8000 Prefilled Pod Kit [Blue Cherry Cranberry / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN E  ELECTRA S13-D3  ELECTRA S11-C3  ELECTRA S11-C2  ELECTRA S2-B3  ELECTRA R21-B1  ELECTRA Q22-C2  ELECTRA Q9-C1  ELECTRA Q5-A2  ELECTRA E7-A8,3.57,29696,0,1901,3801,N,200,5,5061064441913,15061064441910,25061064441917
PIXL8000BCC20-PP,PIXL 8000 Prefilled Pod [Blue Cherry Cranberry / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-B2  ELECTRA R11-A1  WITTON TRADE C9-B4,1.95,8562,0,3234,6468,N,200,5,5061064442231,15061064442238,25061064442235
PIXL8000BLRACO20-PP,PIXL 8000 Prefilled Pod [Blue Razz Cotton / 20mg],Pre-filled Pods,ELECTRA F21-D6  ELECTRA E20-S1  ELECTRA R11-A3  WITTON TRADE C11-C1,1.95,7790,0,1915,3829,N,200,5,5061064444716,15061064444713,
PIXL8000BM20-LBPD,PIXL 8000 Prefilled Pod Kit [Blue Magic / 20mg],Pre-filled Pod Kits,ELECTRA R26-C2  ELECTRA Q5-B1  ELECTRA Q5-A3  ELECTRA E8-A6  WITTON TRADE A14-B1,3.57,10918,0,6741,13481,N,200,5,5061064441951,15061064441958,25061064441955
PIXL8000BM20-PP,PIXL 8000 Prefilled Pod [Blue Magic / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA H13-S2  ELECTRA F21-C10  ELECTRA R30-C1  ELECTRA R22-A1  ELECTRA Q19-C1  WITTON TRADE C9-B5,1.95,18640,0,7202,14404,N,200,5,5061064442279,15061064442276,25061064442273
PIXL8000BR20-LBPD,PIXL 8000 Prefilled Pod Kit [Blueberry Raspberry / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN E  ELECTRA C11-S2  ELECTRA S4-B2  ELECTRA S2-B3  ELECTRA R5-C2  ELECTRA Q12-A2  ELECTRA Q3-B2  ELECTRA E8-A5,3.57,16878,0,16533,33067,N,200,5,5061064441746,15061064441743,25061064441740
PIXL8000BR20-PP,PIXL 8000 Prefilled Pod [Blueberry Raspberry / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA G13-R1  ELECTRA F21-C2  ELECTRA R30-C1  ELECTRA R12-A1  WITTON TRADE C9-B6,1.95,12512,0,25637,51275,N,200,5,5061064442064,15061064442061,25061064442068
PIXL8000BRC20-LBPD,PIXL 8000 Prefilled Pod Kit [Blue Razz Cherry / 20mg],Pre-filled Pod Kits,ELECTRA C11-S3  ELECTRA S6-C3  ELECTRA S2-B3  ELECTRA R20-B1  ELECTRA Q6-A2  ELECTRA E7-A3  WITTON TRADE A14-A4,3.57,22763,0,2598,5196,N,200,5,5061064441975,15061064441972,25061064441979
PIXL8000BRC20-PK,PIXL 8000 Prefilled Pod Kit [Blue Razz Cotton / 20mg],Pre-filled Pod Kits,ELECTRA R26-C2  ELECTRA Q8-A1  ELECTRA Q4-A1  ELECTRA E7-B9,3.57,7210,0,1643,3285,N,200,5,5061064444624,15061064444621,25061064444628
PIXL8000BRC20-PP,PIXL 8000 Prefilled Pod [Blue Razz Cherry / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-A6  ELECTRA R12-A2  ELECTRA Q20-B2  WITTON TRADE C9-B7,1.95,18453,0,4053,8107,N,200,5,5061064442293,15061064442290,25061064442297
PIXL8000BRCW20-LBPD,PIXL 8000 Prefilled Pod Kit [Blue Razz Chew / 20mg],Pre-filled Pod Kits,ELECTRA S2-B3  ELECTRA R26-C2  ELECTRA R14-B3  ELECTRA R9-C2  ELECTRA Q25-B1  ELECTRA Q7-A1  ELECTRA Q3-B1  ELECTRA P21-B2  ELECTRA E8-B5  WITTON TRADE A14-A9,3.57,25166,0,1448,2896,N,200,5,5061064441937,15061064441934,25061064441931
PIXL8000BRCW20-PP,PIXL 8000 Prefilled Pod [Blue Razz Chew / 20mg],Pre-filled Pods,ELECTRA F21-D9  ELECTRA G18-R2  ELECTRA R22-B1  ELECTRA Q24-B3  WITTON TRADE C9-B8,1.95,11406,0,2938,5876,N,200,5,5061064442255,15061064442252,25061064442259
PIXL8000BRL20-LBPD,PIXL 8000 Prefilled Pod Kit [Blue Razz Lemonade / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN E  ELECTRA S9-D3  ELECTRA S8-D1  ELECTRA S6-D1  ELECTRA S13-C2  ELECTRA S13-C1  ELECTRA R26-C2  ELECTRA Q22-C3  ELECTRA Q19-B2  ELECTRA Q18-B1  ELECTRA Q9-A1  ELECTRA Q5-B2  ELECTRA E7-B4,3.57,46836,0,2461,4923,N,200,5,5061064441760,15061064441767,25061064441764
PIXL8000BRL20-PP,PIXL 8000 Prefilled Pod [Blue Razz Lemonade / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-A3  ELECTRA R18-B2  ELECTRA R13-A2  ELECTRA Q18-B3  WITTON TRADE C9-B9,1.95,22427,0,4691,9383,N,200,5,5061064442088,15061064442085,25061064442082
PIXL8000BSR20-LBPD,PIXL 8000 Prefilled Pod Kit [Blueberry Sour Razz / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN E  ELECTRA S8-D2  ELECTRA T24-C2  ELECTRA S2-B3  ELECTRA E8-A1  WITTON TRADE A14-B9,3.57,10448,0,14493,28985,N,200,5,5061064441753,15061064441750,25061064441757
PIXL8000BSR20-PP,PIXL 8000 Prefilled Pod [Blueberry Sour Razz / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-C4  ELECTRA R13-A3  ELECTRA Q12-C2  WITTON TRADE C9-B10,1.95,17999,0,21789,43577,N,200,5,5061064442071,15061064442078,25061064442075
PIXL8000CHL20-PK,PIXL 8000 Prefilled Pod Kit [Cherry Lemonade / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN E  ELECTRA R26-C2  ELECTRA Q6-A3  ELECTRA Q4-A1  ELECTRA E7-B1,3.57,7439,1400,2564,5128,N,200,5,5061064444594,15061064444591,25061064444598
PIXL8000CHL20-PP,PIXL 8000 Prefilled Pod [Cherry Lemonade / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-B6  ELECTRA R12-A3  WITTON TRADE C11-C2,1.95,6957,0,2689,5377,N,200,5,5061064444686,15061064444683,25061064444680
PIXL8000CI20-LBPD,PIXL 8000 Prefilled Pod Kit [Cherry Ice / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN E  ELECTRA R5-C1  ELECTRA Q8-A2  ELECTRA E8-A4  WITTON TRADE A14-B3,3.57,13473,0,15451,30903,N,200,5,5061064441722,15061064441729,25061064441726
PIXL8000CI20-PP,PIXL 8000 Prefilled Pod [Cherry Ice / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA G18-R1  ELECTRA G13-R1  ELECTRA E14-S2  ELECTRA C13-S3  ELECTRA F21-C1  ELECTRA R17-B3  ELECTRA R14-A1  ELECTRA Q21-B2  ELECTRA Q7-B3  WITTON TRADE C9-B11,1.95,40501,0,25215,50429,N,200,5,5061064442040,15061064442047,25061064442044
PIXL8000CL20-LBPD,PIXL 8000 Prefilled Pod Kit [Cola Lime / 20mg],Pre-filled Pod Kits,ELECTRA S11-D1  ELECTRA S17-C3  ELECTRA S6-C3  ELECTRA S2-B3  ELECTRA R28-C2  ELECTRA Q25-B1  ELECTRA Q11-C2  ELECTRA Q8-A3  ELECTRA E8-A7,3.57,26843,0,5363,10725,N,200,5,5061064441715,15061064441712,25061064441719
PIXL8000CL20-PP,PIXL 8000 Prefilled Pod [Cola Lime / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA B13-R3  ELECTRA F21-A1  ELECTRA R13-A1  WITTON TRADE C9-B12,1.95,5928,0,6356,12712,N,200,5,5061064442033,15061064442030,25061064442037
PIXL8000CP20-LBPD,PIXL 8000 Prefilled Pod Kit [Cherry Pop / 20mg],Pre-filled Pod Kits,ELECTRA C5-S2  ELECTRA S17-C2  ELECTRA S2-B3  ELECTRA R26-C2  ELECTRA Q13-C2  ELECTRA Q11-B3  ELECTRA Q7-A2  ELECTRA E7-B7  WITTON TRADE A14-A3,3.57,25593,0,2978,5956,N,200,5,5061064441845,15061064441842,25061064441849
PIXL8000CP20-PP,PIXL 8000 Prefilled Pod [Cherry Pop / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA B13-R3  ELECTRA F21-A4  ELECTRA R17-A1  ELECTRA Q25-B3  ELECTRA Q13-B1  WITTON TRADE C9-B13,1.95,17278,0,5447,10895,N,200,5,5061064442163,15061064442160,25061064442167
PIXL8000CSR20-PK,PIXL 8000 Prefilled Pod Kit [Cherry Sour Raspberry / 20mg],Pre-filled Pod Kits,ELECTRA REPLEN E  ELECTRA Q9-A2  ELECTRA E7-B3,3.57,6419,0,1744,3488,N,200,5,5061064444648,15061064444645,25061064444642
PIXL8000CSR20-PP,PIXL 8000 Prefilled Pod [Cherry Sour Raspberry / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-B5  ELECTRA R18-A1  WITTON TRADE C11-C3,1.95,4394,0,3396,6792,N,200,5,5061064444730,15061064444737,25061064444734
PIXL8000DA20-LBPD,PIXL 8000 Prefilled Pod Kit [Double Apple / 20mg],Pre-filled Pod Kits,ELECTRA C7-S2  ELECTRA C7-S1  ELECTRA R28-C2  ELECTRA R20-B1  ELECTRA Q18-B1  ELECTRA Q9-A3  ELECTRA E7-A7,3.57,27413,0,2212,4424,N,200,5,5061064441784,15061064441781,25061064441788
PIXL8000DA20-PP,PIXL 8000 Prefilled Pod [Double Apple / 20mg],Pre-filled Pods,ELECTRA F21-B4  ELECTRA R14-A2  ELECTRA P21-B2  WITTON TRADE C9-B14,1.95,9637,0,3847,7693,N,200,5,5061064442101,15061064442108,25061064442105
PIXL8000EOBRC-PP,PIXL Empty Outer Pod [Blue Razz Cherry],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOBRCHEW-PP,PIXL Empty Outer Pod [Blue Razz Chew],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOBRL-PP,PIXL Empty Outer Pod [Blue Razz Lemonade],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOCI-PP,PIXL Empty Outer Pod [Cherry Ice],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOFM-PP,PIXL Empty Outer Pod [Fresh Mint],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOJP-PP,PIXL Empty Outer Pod [Juicy Peach],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOPD-PP,PIXL Empty Outer Pod [PIXL Dust],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOPDR-PK,PIXL Empty Outer Kit [Purple Dream],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOPDUST-PK,PIXL Empty Outer Kit [PIXL Dust],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOPI-PP,PIXL Empty Outer Pod [Pineapple Ice],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOPP-PK,PIXL Empty Outer Kit [Paradise Punch],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOPR-PP,PIXL Empty Outer Pod [Pink Razz],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOS-PP,PIXL Empty Outer Pod [Spearmint],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOSKR-PK,PIXL Empty Outer Kit [Strawberry Kiwi Razz],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOSKR-PP,PIXL Empty Outer Pod [Strawberry Kiwi Razz],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOSTMX-PP,PIXL Empty Outer Pod [Starmix],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOTW-PK,PIXL Empty Outer Kit [Tropical Wave],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000EOTW-PP,PIXL Empty Outer Pod [Tropical Wave],POS,,0.00,0,0,5,100,N,1,1,,,
PIXL8000FM20-LBPD,PIXL 8000 Prefilled Pod Kit [Fresh Mint / 20mg],Pre-filled Pod Kits,ELECTRA S13-D1  ELECTRA C11-S1  ELECTRA S11-C3  ELECTRA R28-C1  ELECTRA R26-C2  ELECTRA R12-B1  ELECTRA Q22-B3  ELECTRA Q10-A1  ELECTRA E7-A10,3.57,32010,0,1860,3720,N,200,5,5061064441807,15061064441804,25061064441801
PIXL8000FM20-PP,PIXL 8000 Prefilled Pod [Fresh Mint / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-A2  ELECTRA R14-A3  WITTON TRADE C9-B1,1.95,6289,0,5818,11636,N,200,5,5061064442125,15061064442122,25061064442129
PIXL8000HB20-PK,PIXL 8000 Prefilled Pod Kit [Hub Bub / 20mg],Pre-filled Pod Kits,ELECTRA Q10-A2  ELECTRA E8-B2,3.57,7787,0,4219,8439,N,200,5,5061064444754,15061064444751,25061064444758
PIXL8000HB20-PP,PIXL 8000 Prefilled Pod [Hub Bub / 20mg],Pre-filled Pods,ELECTRA REPLEN F  ELECTRA F21-A10  ELECTRA Q19-A1  WITTON TRADE C11-C4,1.95,2297,0,4281,8561,N,200,5,5061064444761,15061064444768,25061064444765
